risk_id,cluster_id,evidence_id,published_date,publisher,title,url,source_type,search_query,relevance_score,event_type_hint,entity_keywords,event_keywords,asset_keywords
RISK-DESTRUCTIVE_CYBER_ATTACK-SYSTEMS-EB0B09F8,CL-000175,EV-4F9EC908C1,2026-03-11,Krebs on Security,Iran-Backed Hackers Claim Wiper Attack on Medtech Firm Stryker - Krebs on Security,https://news.google.com/rss/articles/CBMioAFBVV95cUxPMVktSHl1czFMVVJuT2VBekV3NDJ5MDh0WXQ2MnhKVF9QZ21YWEthV3YtcjRYTjJuNzZaeDN3b3EtM2ZFQUo4bVNxRHV4VWhMQUtzRlVaSDc3NERFenoxYlZjVVlkRzJPNmViZ3NvZjNzTjZqU1FnbFhYWUNPU3pFYTRzSUpYSjRmOFJlcGhRZEpNMjdFLUhJY280Mm1BRC1Z?oc=5,news,"system wiping,endpoint wipe,device wipe,operational disruption",0.35,DESTRUCTIVE_CYBER_ATTACK,,,
RISK-DESTRUCTIVE_CYBER_ATTACK-SYSTEMS-6D11442D,CL-000177,EV-EC4B4BEB95,2026-03-11,The Economic Times,Stryker Cyber Attack: Did Iranian-linked hackers use wiper malware to shut down Cork systems and disrupt g - The Economic Times,https://news.google.com/rss/articles/CBMi9gJBVV95cUxPTWxmR3lfVDY3N002NHF6ZVJIa0V4QjVOYXB0dFJLbHNvcHBjdWpvQnhWckprUTdrUnFZLVh6UHFwMXZDOW43d29wM2VfajEyc3huUVdJcXVqdnowRkNob3l4N0FUeE9EZjhuMF92QklpcGJRZ3ZOQUlZbFBsend0c3RyVHRmS0NTT3R0RnNHOW1JWnpJeThnY2QtWGRtdHM3TTNBRks1N1lFUnY0VjRQazUwb2pFOVozMHVSemxWdEFqY0FEUGhDcVREMnB3cl9RbmRROGgxY1kteENkRS1xZUxuRXJvd0NoX05FdkFjWmxhVVRYM1hRdktCcDR5OWxuY0JMZmpSWi1lbjZVaXBVRlpGUFhSVjU1TE9OLWtZdmxYU0FHN2NjMjYzTkVYWEk3U2F4Q2w2WU9ZQnh3WVNnS2ppSUdlZjktWGJidHdDaF9hOTNhdFRQTkVGSndEeU9aUWRYTmU5dU5QcWVNS1R4N2pmbjlMd9IB-wJBVV95cUxOa3VPT2ZOejNhdlo1bV96SUs3RW0zZHZ4U01lNlJDV2ZkSG1tTFY0YkZOQnc0a2pCUWFydnE2UHRvU0xUYkg0YmRfMEVPTWFEbVNWT0ExdU5jcjM4c2VLWS1tUWZ0X09DdlA4a0hZcklJUncyeXBxdmZfSVI2RU5ZZ0x6N05RV1AzNjFyWVJ5UWNDd3U4eWZOd3RwZzVtMkt3ZXVIczZoMWdfMlpINVNKZlUyUUwyTThfMDV2N25lUExyalU5VG1yVHVfLUxlUEoyU1lyYTRDZXVlb0xmWFVWak1Gc0huU3pVdTg4QlBFQ1N0a1JQXy1UZXNVRF9Ka0M5TWdpVzQ4RVRsdXBjZjF2UGRrYWVSQUpFSXJ3bEFFMHZaOU04SFRWczh1R3FZc1hBdklqWkNMN3V5WUktUVVhaG10bDZGUkJSY09kVF9QdWl3SlRxNE8tbHhmVVNoSFMwSGNZOHBQUHdzcW5aRm5YLWJxSUxfTGhBN05B?oc=5,news,"cyberattack disruption,operational outage",0.25,DESTRUCTIVE_CYBER_ATTACK,,,systems
RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000178,EV-B32B04F155,2026-03-12,Reuters,Helium prices soar as Qatar LNG halt exposes fragile supply chain - Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxQYi14a2JoTGJTc3dmMDJ4WW5rMUlsRFlNVzQ0Q1JDYTVtUlpTUXd0c1RMNmhsZngzeEVIdnhaRUhFNnpVMXNranVSUkRBbTd1T1RtVWg5U0s5ZHpKYXNUWi1pLXJDdXlyTnRZSVBuVnoxbVp2d0h2Ums5dFZKLUlWdFB3NVdkV0Y3N2ZsSzNiUHZpTjFSYVlnbUxSYzJHcmE1U0lERUdTSnBCOTZWNGpoYXBqTmI?oc=5,news,"supply disruption,production halt",0.3,UNKNOWN,,,
RISK-UNKNOWN-UNKNOWN-460FD0FC,CL-000181,EV-BF7151BF1A,2026-03-13,VoxUkraine,The Growing Cyber Risk to Supply Chains - VoxUkraine,https://news.google.com/rss/articles/CBMic0FVX3lxTE9CSTREZHFEcmhjV3NkZF9seDRxa3Y5WUY0aVRYalhPSDdZQWhuT1BVQ2IzSU1hMUtQdWUxY0NYek5RLWtKOFZjWFNvb004SU5PQ2JVUG93bjlnQWNadE0wZzRmdnh6bVZIUTJoWDFEa0VsdkE?oc=5,news,"cyber attack supply chain, network compromise logistics, data breach supplier, security breach logistics company",0.55,UNKNOWN,,,
RISK-UNKNOWN-UNKNOWN-24798EA0,CL-000183,EV-C528AB35EF,2026-03-13,TechTarget,How to reduce networking costs without performance loss - TechTarget,https://news.google.com/rss/articles/CBMipgFBVV95cUxPTDV5TGRydXNBWFVxUGUwZlJzSUtpdXQ0Y3loY2kwQkFtTGJBdFVzLTFLUFc5RlpaYlZFdnk0UHJMeFpTSnBBQ0d2OEQ4c1BZbmJ5MTJmOGp6aF9kZ1g4cmpCcFpadEpnbVZJY2F1QV9qWVF6TklfSmRBNlpYd0VVUmNwSXBGY0xOT2dPaV9QV0NtSFRGMm5GODVvN0dWSE8zSnpKRDhB?oc=5,news,data center connectivity loss,0.3,UNKNOWN,,,
RISK-DESTRUCTIVE_CYBER_ATTACK-SYSTEMS-EB0B09F8,CL-000184,EV-5FD83726A3,2026-03-13,Gulf News,UAE warns public about growing threat of destructive ‘wiper’ cyberattacks - Gulf News,https://news.google.com/rss/articles/CBMirAFBVV95cUxNaDEzUmNpMmNoelJvNzctbEtlbENFZXNIWlRaUlRhSXRVUmp0VDJSLTNsLWJtOUdFY3hSeDk2bmg1ekQtZG5hZWZPdnphSENvUE8wNkdlVnVBaG5OVHVJYXE3Z1RmM3JrQVVaV1ZEd2JwZm5BeXcxR0pyYmZyV1dfaTFKMEtlbTZPaV94V1R0Rm1SUnRpdGRURWU0OG1faHVqTFNiX242ZWlhSlhm0gG8AUFVX3lxTE5Tbl9CMzVXazkybkRfTXdoanBFNGJ6aVZzaEVZWVpfZ2R3ZEpLMnJHUzg5aXJsT3daTktvNHNucl9nbWxjSmpWUnNVWDRvLUdFM0ZSdXA5d19ZUGYzYVlOc2Z2dUxvS1Z5NDg0SmpzMlozY3JIaXZVamMyMjM4UFZaZVdRM25zMVdhanZva2d5U0NXMVJ5ZTJ2NmFZQWVvZjhBOWlYTUppSEJ2Tnp5OGl4c3BUMjRrMkNoRWI4?oc=5,news,"wiper malware,destructive malware,disk wipe,data wiping",0.35,DESTRUCTIVE_CYBER_ATTACK,,,
RISK-CYBER_OPERATIONAL_DISRUPTION-SYSTEMS-F41FF71E,CL-000185,EV-A90A824236,2026-03-13,Arctic Wolf,Stryker Systems Disrupted in Cyber Attack; Handala Group Claims Responsibility - Arctic Wolf,https://news.google.com/rss/articles/CBMiswFBVV95cUxQSm43TlVoTjRHdG9ZZGZQeDFBWWN6em1ySl9ONmNNNDlxLXdrXzdnaWFFemZKVDlGR2lVTGx6MHdhZHJ4ZU9vZWZzc2VoNWRzN1ZpWU9FTzhhVDVvUkZjTG5rd0tTSnRBZl9WMTc2Njd1ckdhS1lwQ0syNFlWdUNDOW9tQUEzZjNDMVllUW1Td19ZdzF6OXlTQ014bFlGOTRPblMxcHAyUWJLZGZPNHhMRHFGNA?oc=5,news,"system wiping,endpoint wipe,device wipe,operational disruption",0.25,CYBER_OPERATIONAL_DISRUPTION,,,systems
RISK-UNKNOWN-UNKNOWN-E23A5F28,CL-000186,EV-DA054C21DD,2026-03-13,IT Security Guru,Iran-Linked Hacktivists Claim Destructive Cyberattack on Medtech Firm Stryker - IT Security Guru,https://news.google.com/rss/articles/CBMivAFBVV95cUxOZF9KQ256UDJaTm82REFNUjc2b2Y3T0R4cTI3RW9xS0tYMWZCNUpES2drN3V5R2F1ZW9YYi1qNHczc0tuenBVRkRpbEtDRWFyS1hIZThNbXZRVVhKNDhfV0FqMWpPXzJnb3Y5YXRfR1p6cGtBcktRWmZQM2xXLV92QlpPS3NfQmUwZEVnY2JhdWxpdnlNem13eU5rSkVnWmJVX0hpOEZWZ1hGWEV5cUZaOTZjbFhodXUxMU5xaA?oc=5,news,"system wiping,endpoint wipe,device wipe,operational disruption",0.35,UNKNOWN,,,
RISK-UNKNOWN-UNKNOWN-29DBC6B7,CL-000187,EV-95B4FF13C5,2026-03-13,24/7 Wall St.,A Cyberattack Just Put Stryker’s $25 Billion Growth Story to the Test - 24/7 Wall St.,https://news.google.com/rss/articles/CBMisAFBVV95cUxOSlZVOFpBYUdxT1ZpODJZdmxBNHlUWGdBNEVkV1NPYVJPUUNQaFJYXzRuS0l6dGFmZkgwcWM0UEZqRzZZS0RzX2dMQUNWZnlGWXJNTnhoOXVZNWF3OWVLNTl4QVMtczhUbS1HNlAydmhwQVEtNkVRb2hlNURWRzloVWxsc19HaUNuZ0dfRlBHS0Q0R2hST24zSWtLdUNlUlMyZEdDMm5MbXRKUzB5V25MTQ?oc=5,news,"cyberattack disrupted manufacturing,cyberattack halted shipping,order processing disrupted,operational disruptions after cyberattack",0.55,UNKNOWN,,,
RISK-UNKNOWN-UNKNOWN-29DBC6B7,CL-000188,EV-3A4DEADFA1,2026-03-13,AOL.com,A Cyberattack Just Put Stryker’s $25 Billion Growth Story to the Test - AOL.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxQSTE5Zm9JLXoyQUdUWTJ1dUxXNW1ISXM0N0ZYZlJyRk9VQklfcWVHYUV1NVpqN3RaeTBvY3hNeUpPZjRmd3J2N3hVTGIweUsyNzFFamptUmJPSGNhR2psRkd6WDVJcWJrY1JSV1dhMGRZNmdZTkVUWEwwR1NzV1JHbQ?oc=5,news,"cyberattack disrupted manufacturing,cyberattack halted shipping,order processing disrupted,operational disruptions after cyberattack",0.55,UNKNOWN,,,
RISK-UNKNOWN-ZONE-7BBE8F21,CL-000189,EV-E3DDCB9FF9,2026-03-15,MSN,LPG supply disruption halts glove production at MedTech Zone unit in Vizag - MSN,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOMVUyd1JrNTZ5YXAtTVhKRW5mem15NDFReExkYkE5MTQwa2JPdmlRLUpRcVpPZU9tWDJRZ3hLMVhZZXJ1Wmk1amVUN2Z5bWtFcE5KSENRRFptS3NwU0ZOMHhHMVo5UFU5dTZlZndiNGRFNHMxcW1xdmxhaldsd2ZPUXp1VzBtVjVPRWNXYk9Ta2ZhbzhJMmFhai1xcV9oM3hDSW9RV3ZhdzJkMHQ4X052LXNrMWE3VUlUcmFJc3RHOFMzN1k?oc=5,news,"supply disruption,production halt",0.65,UNKNOWN,,disruption,zone
RISK-DESTRUCTIVE_CYBER_ATTACK-ENDPOINTS-921EB452,CL-000193,EV-0094D6F4C0,2026-03-17,cyberpress.org,Stryker Confirms Massive Wiper Attack That Erased Thousands of Devices - cyberpress.org,https://news.google.com/rss/articles/CBMibkFVX3lxTE9RREtLLTJ2UG5HMXk2WkdROGFzWEktWFkxNEh1VS1lSVliaC0wOXZnZ0QwNWtLbmFRUkFTOERjcnFYWHhJSTFUOExoVUt5akJMcHVrcHlBVlBEdDN3c2Q1NGN0aVBCZDg4YWpfZV93?oc=5,news,"system wiping,endpoint wipe,device wipe,operational disruption",0.5,DESTRUCTIVE_CYBER_ATTACK,,,devices
RISK-UNKNOWN-CLOUD-7BEDDA91,CL-000194,EV-22FF15159D,2026-03-18,GetTransport.com,Degraded AWS Service in UAE Disrupts Regional Cloud and Logistics Operations - GetTransport.com,https://news.google.com/rss/articles/CBMieEFVX3lxTE93MGhJN0RfUURHLWY0RjU5WmpRQTFjbVpFXzc4b1FZc1pkalRuVGQ4aTZHQm1GUzhHTnFfaWl3Tzh6ajBDMW5LUmRoZEZ4Y2pXUWNtck1weC1Qd1NBTi1fVGpQOG4xYmNsMFBORWdBa3F4QTlvVDlVTg?oc=5,news,warehouse management system outage,0.25,UNKNOWN,,,cloud
RISK-UNKNOWN-CLOUD-67F34404,CL-000195,EV-9CE348EB6A,2026-03-18,GetTransport.com,Degraded AWS Service in UAE Disrupts Regional Cloud and Logistics Operations - GetTransport.com,https://news.google.com/rss/articles/CBMifEFVX3lxTE9LNG1sVXF0aW9yanV3TFNPaHctVWF5VUNWZkJNQVVZOEFab3FrV3FqZE4yZ185Y0JVdUh3NUp2RHlpX2liSmROWURsSTZjOHdKRGJic1NHdTdBYmZneG9vOFhEcHhDb1pOY3dLQmF6cFlrZDZJelY4Y1Z2amk?oc=5,news,EDI outage,0.25,UNKNOWN,,,cloud
RISK-UNKNOWN-UNKNOWN-AD10A240,CL-000197,EV-99931205CA,"evidence_id
EV-99931205CA    2026-03-18
EV-99931205CA    2026-03-18
Name: published_date, dtype: str","evidence_id
EV-99931205CA    infoq.com
EV-99931205CA    infoq.com
Name: publisher, dtype: str","evidence_id
EV-99931205CA    War in Iran Damages Multiple AWS Data Centers,...
EV-99931205CA    War in Iran Damages Multiple AWS Data Centers,...
Name: title, dtype: str","evidence_id
EV-99931205CA    https://news.google.com/rss/articles/CBMicEFVX...
EV-99931205CA    https://news.google.com/rss/articles/CBMicEFVX...
Name: url, dtype: str","evidence_id
EV-99931205CA    news
EV-99931205CA    news
Name: source_type, dtype: str","evidence_id
EV-99931205CA    cloud provider outage
EV-99931205CA       data center outage
Name: search_query, dtype: str","evidence_id
EV-99931205CA    0.10
EV-99931205CA    0.35
Name: relevance_score, dtype: float64","evidence_id
EV-99931205CA    UNKNOWN
EV-99931205CA    UNKNOWN
Name: event_type_hint, dtype: str","evidence_id
EV-99931205CA   NaN
EV-99931205CA   NaN
Name: entity_keywords, dtype: float64","evidence_id
EV-99931205CA    NaN
EV-99931205CA    NaN
Name: event_keywords, dtype: str","evidence_id
EV-99931205CA    NaN
EV-99931205CA    NaN
Name: asset_keywords, dtype: str"
RISK-UNKNOWN-UNKNOWN-29DBC6B7,CL-000199,EV-E858D27435,2026-03-18,Bitget,Stryker's Cyberattack Creates Event-Driven Setup: Is This a Tactical Buy Ahead of Earnings? - Bitget,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9ZQllZbU4yZjVhWVVZbFo4TG5Sc0l1QmZSc2laWlFDVENPSzg5QWMxc3RxeEI0T1BQUEdXNTNSZWRBZFh6Qnp5anlkaG1zM2dwck83Rjl6Q1NISlpDOElvenAzY9IBY0FVX3lxTE9ZQllZbU4yZjVhWVVZbFo4TG5Sc0l1QmZSc2laWlFDVENPSzg5QWMxc3RxeEI0T1BQUEdXNTNSZWRBZFh6Qnp5anlkaG1zM2dwck83Rjl6Q1NISlpDOElvenAzYw?oc=5,news,"cyberattack disrupted manufacturing,cyberattack halted shipping,order processing disrupted,operational disruptions after cyberattack",0.55,UNKNOWN,,,
RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000201,EV-8A1334E1D5,2026-03-19,Bitget,Stryker Shares Tumble 1.75% After Cyberattack Disruptions Trading Volume Ranks 151st - Bitget,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9INXN4TmpET1U0ZkxraVpWSXRMV3V6SklZU18zemhHNmk4aE5LTlpfd21kZEN5bDFvYnlLWHhXSVBWWDYwbHExODNZMV9pb3pDaHE2T1hZbG1ObHZMQjZSZEFNUdIBY0FVX3lxTE9INXN4TmpET1U0ZkxraVpWSXRMV3V6SklZU18zemhHNmk4aE5LTlpfd21kZEN5bDFvYnlLWHhXSVBWWDYwbHExODNZMV9pb3pDaHE2T1hZbG1ObHZMQjZSZEFNUQ?oc=5,news,"cyberattack disrupted manufacturing,cyberattack halted shipping,order processing disrupted,operational disruptions after cyberattack",0.55,CYBER_OPERATIONAL_DISRUPTION,,,
RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000203,EV-C5108F96B6,2026-03-23,Anadolu Ajansı,Strait of Hormuz crisis threatens world fertilizer supply chain - Anadolu Ajansı,https://news.google.com/rss/articles/CBMipAFBVV95cUxQYW9iUkZZQTc1eWpnT3F3b1N0QjNuZkJLV29sMXZOa3hqZlBpR0xXeGJsRG8tRGxOdmlVQU9UZjV2QUtycG5palphVkdwNEVVd09oXzRoMlhzWm9udmFmdDBuOERJV056a1ltNHp0Mld0MGxLci1mUUctVXNVdTFIZHZVai1zNzdvQ05mY29rX09BQnc4VGRqVDJqaFprbkNlT2lhWA?oc=5,news,"supply disruption,production halt",0.3,UNKNOWN,,,
