cluster_id,cluster_type,profile_ids,event_type,primary_asset_or_service,business_function,start_date,end_date,evidence_ids,evidence_count,anchor_evidence_id,anchor_source_type,evidence_strength,entity_summary,impact_keywords,cluster_summary,confidence_score,publishers,urls,last_updated
CL-000023,INCIDENT,SP-001,UNKNOWN,UNKNOWN,Distribution Operations,2025-06-23,2025-06-23,EV-77D0D1CD26,1,EV-77D0D1CD26,news,Weak,,,UNKNOWN affecting UNKNOWN in Distribution Operations.,0.5,A3 Association for Advancing Automation,https://news.google.com/rss/articles/CBMigAFBVV95cUxQNkRZRmE4c1pYc0pBaC1ZUjI4YUwyN2FlZDNiVGJMLUdNd2RsZUF2b0M0Ml9HTXlGMUF0TnNZLXBXU2NSV0t1cWpJWE9DLW4zc29lZ25fZ1dGb2RSX1EtaUd4NVhUYkZsM0VHdW51VTVVd2Q0ZjFmeWdKNi1FNDBwNA?oc=5,2026-04-28T15:39:16
CL-000024,INCIDENT,SP-003,OUTAGE_APPLICATION,applications,Supplier Integration,2025-07-04,2025-07-04,EV-B646FFE7EC,1,EV-B646FFE7EC,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Supplier Integration.,0.5,AOL.com,https://news.google.com/rss/articles/CBMiekFVX3lxTFAtdllZTEVzdlB6M2JpV3ViekhjbXFSTUtwbmpTQldMM0JtTFkxNG1kdFRHN3Z5S1RTOXZTMTloOXczTTdmV0ZrYmIzUmtHQzVxbXI3Nk8zTmEzTEVwUklTeU1YZTZ0b0lxbkJXcVQ0NGxKZDJJSjFFejZR?oc=5,2026-04-28T15:39:16
CL-000025,INCIDENT,SP-003,SECURITY_RANSOMWARE,systems,Supplier Integration,2025-07-10,2025-07-10,EV-A1E0074E26,1,EV-A1E0074E26,news,Weak,,ransomware,SECURITY_RANSOMWARE affecting systems in Supplier Integration.,0.5,SecurityWeek,https://news.google.com/rss/articles/CBMiigFBVV95cUxNMW5rdERReTczYUpPMm12Q1VaZWljT3VuUGJMbjBSN3FhRkhFemc4OTdZUS02VXNMQlljbHpUd01yc3dxZWQxblRILWZhRjNUSmpZNDBmOHFLMVJZb0hMb2RrcDdLRTFGOC1UcnhsUWdlbEZ6dk1sbTA3Qk9XakpycnNEYlZ4TzBzQnfSAY8BQVVfeXFMUGNTTldTZldjWU5WZXgtZUY2eFZmWXFfRGVtVVp4QnNHNXR1bHpKYk1ENVVrMWhnMnF2SzRRakZGU0xmdjV0ZnUtallSbUdGeHRfYjdMSDVUVENBY3NIWUdUR0ZCWlUtQUZXZ0pJeFlfbXllbC14c241WWVUeUZURDZYNjhaMGJLNXdUZXpJR0k?oc=5,2026-04-28T15:39:16
CL-000026,INCIDENT,SP-007,SECURITY_RANSOMWARE,UNKNOWN,Cybersecurity,2025-07-21,2025-07-21,EV-99A05614A3,1,EV-99A05614A3,news,Weak,,ransomware,SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity.,0.75,Halcyon,https://news.google.com/rss/articles/CBMihwFBVV95cUxOX2xEaEVrU2lrdTUwUDZCNDZfb1J1ck1Gd25vS0RyWWxUdnJXQl9sMTZxM0VHVEFzc3c0U3RSRVdrNEhUUi04LXNsTkVaMmM1ZkdxTVk0OTdqc0JucXAwYzU0Rk5DQU1PbW9WcVN4bW1hWmI3RWljSm5POGRRLXBoQ0liNHhEY3c?oc=5,2026-04-28T15:39:16
CL-000027,INCIDENT,SP-002,UNKNOWN,UNKNOWN,Order Processing,2025-07-22,2025-07-22,EV-1E29C6F863,1,EV-1E29C6F863,news,Weak,,,UNKNOWN affecting UNKNOWN in Order Processing.,0.5,eFinancialCareers,https://news.google.com/rss/articles/CBMicEFVX3lxTFB2bXJzQnhYX1ZnM0tQaWdnNjJXRnBuOE9BdGEtNUJBc184RTFCeUw3S1I3dlZPRzdVYzJ6NFdHM0hHbVA2WHI5ZWs4aVBLbTZFTzJJRmZtcjJjTlR2SlctZ1BjbGptZVo5Mmt2dkxJWlc?oc=5,2026-04-28T15:39:16
CL-000028,INCIDENT,SP-009,OUTAGE_APPLICATION,applications,Network Infrastructure,2025-07-24,2025-07-24,EV-DCF2067495,1,EV-DCF2067495,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Network Infrastructure.,0.5,Engadget,https://news.google.com/rss/articles/CBMisAFBVV95cUxQeU9NM042LVRCWlIzS3RhNjVwbThjMDZYamJWWXdMVUIzOHVEZU5NWlIwRVZpUnVvZGhkNjY1OTJsWHQ2U0lkQnBJbWg5WHpTUzVmc1ZXR0FvZVYzU0s0b09lanR4UElFekI2SVF2ZlBOc0YzZEhpcHRudzh3Mm9oenRKd1hHXzRrNk1KajVaVFRGOUVOQ25kQzhTa1d0Wi04eTRRN3hnZUsySDNEXzNwcg?oc=5,2026-04-28T15:39:16
CL-000029,INCIDENT,SP-009,OUTAGE_NETWORK,network,Network Infrastructure,2025-07-25,2025-07-25,EV-452E5B2938,1,EV-452E5B2938,news,Weak,,outage,OUTAGE_NETWORK affecting network in Network Infrastructure.,0.6,Reuters,https://news.google.com/rss/articles/CBMirAFBVV95cUxOTlJYQmNDd1kwVzFnVkZPNDRROVYzS1dtelZ5QWdQM01XR2FONXNvZ3RMeVEzUmFIYkNrTEg0TlQ0ZXZDLUhmOUdwSDNSTnhYbmdUXzUwclY0WmdWeHAydkV4aE1GZnpOaDVDQnFBNWNSYmlDbnV5RWxQdzg3OWp2djI4LXFOU2hUaGZSTDY0ME5hT0Y0SEY0dHFvSlRCTUhfNVlZOGpualZ4b01z?oc=5,2026-04-28T15:39:16
CL-000030,INCIDENT,SP-009,OUTAGE_APPLICATION,applications,Network Infrastructure,2025-07-25,2025-07-25,EV-5812C778EE,1,EV-5812C778EE,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Network Infrastructure.,0.5,Al Jazeera,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOVnBCV1RpUkFEOXFOMmNCaktLZWVqT281Q2Q3WFdsMVNxbC1sQUJvcEJocS1BY2MtTGJaZ09LWXJfdktUZXVqWkM1UmhZbFlfUUVESEZIZ0xra3ZkanMyRDNnTHNrZGVETHJPQW1fWlUwald2elI5Q0l0NkxqV0NaQTVwUk9haElkOUlfcXhmekdqZFFtd0dBVU42dHEyYVdCWVdISkdyNzXSAa4BQVVfeXFMTWwyWGJ6OG55M2hHajJjSVp5NDRZUnEzOWVNeldoNjNIdlVxSHdxalZjb0IyN0NGX3ZNM005WjNwSUpfbGZkRUROYUFtOEw2LU91SEUzTEFXMS1Ycm9NX0o0V3VsNUVtRHhUSlpOUUhLalgwMmVRYy1sZ0p3QnpNeEszX08zN2U4cEo5VTVVSkRJZmEyMjVYRHB0emVzSEFTOXIwdV85dEYwQU5Manl3?oc=5,2026-04-28T15:39:16
CL-000031,INCIDENT,SP-011,UNKNOWN,UNKNOWN,Compliance & Governance,2025-08-05,2025-08-05,EV-746314687F,1,EV-746314687F,news,Weak,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.,0.5,HIT Consultant,https://news.google.com/rss/articles/CBMimwFBVV95cUxNTFJGMU1ETHZnUUVhdnNZQi1wRGw3WlZmTzlxUERtUE5WUzJ3bWFla2xSRnpsNGVLaWszbm9Eb2w2N0ZjS1hlQjE5MUQ0WjNFVGRjREJpWm1MTzhYQ2F0STBFTXFTUE5rMHJDNjhfbDdwRzA4M0w3Y1ZrX2c2WmJfYkwtbFNFNHZpcElkeTktTHRyTFRLd1JLa0F1RQ?oc=5,2026-04-28T15:39:16
CL-000032,INCIDENT,SP-009,OUTAGE_APPLICATION,applications,Network Infrastructure,2025-08-18,2025-08-18,EV-A13170FC94,1,EV-A13170FC94,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Network Infrastructure.,0.5,CNBC,https://news.google.com/rss/articles/CBMiigFBVV95cUxOajZfZnlOdjF1TnFlR1JFQlAyR1JUWUZadzhkS1gyamZPbGxpYVpOYkhBX0N6ejhmUk1MUFFWRVpSNHM0Mkx3eUFlWEdyYS14UUs2SUJnU1lKMFQtMmFPRTR2RTJTLU9MN0dMdWd3NlByTlU1dHB3Z2tqUGNuZUJ1VlR5RVRUekEwVUHSAY8BQVVfeXFMTTI1RGRBZWRjVUdyaEVfdl9pTDRTWUVUa1JOaWg3RjFoYWZtQ1ZnYnQtYjZDSTRabDdsOUlQanptZkhhZUZtS284dU10MTVNWVRtYUhyRmUtblJQZFIyazI3MWdnNDU3ei1CSFpYQ3IzMlhyODR6cnNWX2ViYlVnUzQtSFNxcG1TaWZaM3RUMGs?oc=5,2026-04-28T15:39:16
CL-000033,INCIDENT,SP-009,UNKNOWN,network,Network Infrastructure,2025-08-20,2025-08-20,EV-6FF0F8E86F,1,EV-6FF0F8E86F,news,Weak,,,UNKNOWN affecting network in Network Infrastructure.,0.5,South Dakota Searchlight,https://news.google.com/rss/articles/CBMiwwFBVV95cUxONmQwTWdCUGdadTMwSnFmX0s3WDgwUmxHWjNlRElPQ3hwVnBhMVhXSXNINXVRdXBxU2JzV1Zscnh3OTBBY0puOUR5ZUNPSlJCOVFOQ0VQUF9wSzlfamFXRE9iUmxlcEs5Nkc4Y0Rqcm5DSjdpZnFTU25meTVYeXhxanV1VVBKRDVJUmlmM1RPQTRaT19XU0E3ZVp6Y0ExaFotODlLT2p3YUJMUEdoSEd6cmRIck1MV1BzcVFiT1FTa0NRSGM?oc=5,2026-04-28T15:39:16
CL-000034,INCIDENT,SP-002,OUTAGE_APPLICATION,systems,Order Processing,2025-08-28,2025-08-28,EV-962567601C,1,EV-962567601C,news,Weak,,outage,OUTAGE_APPLICATION affecting systems in Order Processing.,0.8,Clemson News,https://news.google.com/rss/articles/CBMisAFBVV95cUxOTHJyNXhHR1lZWl9JV2pfWENfRGcyUURUblNxUzhvTUNXRF9HamZBWTMycFRIaXgzNEpOWkRQMTJYVklzNk8ySXJXVF9ucTQwbkVCbHZ4cWpGMWJOZk1yam1keG13amJrbEZ2aUVPWGVULUFsV2tIZmx2cmlYdUdsYzZQMUhvdzAzN2IzMy1ZeGFvdWNFS19JQ0lMYW1STEdnNGtTSUU1em9mOFNYVjNTcA?oc=5,2026-04-28T15:39:16
CL-000035,INCIDENT,SP-006,OUTAGE_APPLICATION,systems,Identity & Access Management,2025-08-28,2025-08-28,EV-962567601C,1,EV-962567601C,news,Weak,,outage,OUTAGE_APPLICATION affecting systems in Identity & Access Management.,0.6,Clemson News,https://news.google.com/rss/articles/CBMisAFBVV95cUxOTHJyNXhHR1lZWl9JV2pfWENfRGcyUURUblNxUzhvTUNXRF9HamZBWTMycFRIaXgzNEpOWkRQMTJYVklzNk8ySXJXVF9ucTQwbkVCbHZ4cWpGMWJOZk1yam1keG13amJrbEZ2aUVPWGVULUFsV2tIZmx2cmlYdUdsYzZQMUhvdzAzN2IzMy1ZeGFvdWNFS19JQ0lMYW1STEdnNGtTSUU1em9mOFNYVjNTcA?oc=5,2026-04-28T15:39:16
CL-000036,INCIDENT,SP-009,OUTAGE_NETWORK,network,Network Infrastructure,2025-09-03,2025-09-03,EV-BA78832119,1,EV-BA78832119,news,Weak,,outage,OUTAGE_NETWORK affecting network in Network Infrastructure.,0.6,Fierce Network,https://news.google.com/rss/articles/CBMilwFBVV95cUxPZGZ3XzJmQWlCZ3ZuOWNmX2l2ZVlRUktzS21salZtcXJXWktPVFl6TEFXMk9mVUVKaWFFUEQ1TmJRWHoxYTUtY1NIemM2QVAxUnNKeWsyN3Jhdm9FcHdjVkhjSndXWklod1hJek1VYXhtMU1helpjQVBoMlgtMHE4MnVTVW1WU0hUeEU2Z29yOTlqNEZhV1hj?oc=5,2026-04-28T15:39:16
CL-000037,INCIDENT,SP-014,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,IT Operations,2025-09-07,2025-09-07,EV-56E6C145FD,1,EV-56E6C145FD,news,Weak,,disruption,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.,0.65,The Guardian,https://news.google.com/rss/articles/CBMivwFBVV95cUxOWFhDWDJtMkwxdXVnLWxVazlKdnp4LWRpOGE3Wl9aR2Y0cGhzckpvN05Edm4zbnhDdmhVX3NrTnkwenh0aEhwUUFkaUZGbllQUG04aWpUVzRmT1Zod09PNjVxNXpkSWtWOXVER05DZGRiS0JKY2FiRzBtbVptZTlRbEdJUlJndjUyaGFNeG1PRC1IWDFpUEJCNVRjVVc1TXhMa093emNBZU9LSmxrazNQcl9VMm9SOHFlWWg3dDVQRQ?oc=5,2026-04-28T15:39:16
CL-000038,INCIDENT,SP-004,INTEGRATION_FAILURE,api,Transportation & Logistics,2025-09-13,2025-09-13,EV-E5482C99D9,1,EV-E5482C99D9,news,Weak,,outage,INTEGRATION_FAILURE affecting api in Transportation & Logistics.,0.6,The Cloudflare Blog,https://news.google.com/rss/articles/CBMikgFBVV95cUxOSjVuUEFlek9CeEVBNWxlMzF0b21EUGYzVmttM0hQcDc0ekpPQWVXc19WY2pEUXJVa3hUZDZDdlBxQXhUVXBBSXdjSnFxc214WG10Wi1tSWd3SE9aY1M0bUZ3ZHg2QW9fUUNWZEVNOXhDc2g3djBETVlaTWowQ2xOd1FlQTJCbUpUcTZVdm8yWk4xdw?oc=5,2026-04-28T15:39:16
CL-000039,INCIDENT,SP-001,UNKNOWN,UNKNOWN,Distribution Operations,2025-09-17,2025-09-17,EV-B80F115E98,1,EV-B80F115E98,news,Weak,,,UNKNOWN affecting UNKNOWN in Distribution Operations.,0.5,Nation Thailand,https://news.google.com/rss/articles/CBMiakFVX3lxTE8xdG00bDFZRllWWGNMWWppeUY3aGlXeXo3bUEtQ1VZNEJtMmFON3JpNFhUS19oU2NiTUUxTWNSU1dRakFhczNrS2JGWGlWbldTekZvcms4dkdGaFNkZjd3NFdPTi0yaEplV1E?oc=5,2026-04-28T15:39:16
CL-000040,INCIDENT,SP-014,OUTAGE_APPLICATION,applications,IT Operations,2025-09-17,2025-09-17,EV-8614801AD0,1,EV-8614801AD0,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in IT Operations.,0.65,Industrial Cyber,https://news.google.com/rss/articles/CBMizgFBVV95cUxPRUYtX3hOZElrRk9ibEgybzVRR2prbDhndGl4VkYtQWU1OHlVeGdZNFFTMl9sMlZwVGlLdGlTRmk1bmdYVm1tbEdreFRqX0RkUzcwMWhhc1cxRzJaYmxtYzdHOGh4dnUtenVIU2dlM1dfQk1WdGQ0RlJVU2d6aVRlc05HZ1E3cExRTHlTUGZvX2JmYWRpaFlQTVFNeUlZNHVhenp5bFlwWVkxY0htLWg2dWtlQjYwVGpiMm9rb1ZzZGhaSE1lWGFGZVA4dWFmZw?oc=5,2026-04-28T15:39:16
CL-000041,INCIDENT,SP-014,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,IT Operations,2025-09-20,2025-09-20,EV-6D71DA62F2,1,EV-6D71DA62F2,news,Weak,,disruption,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.,0.65,Reuters,https://news.google.com/rss/articles/CBMipAFBVV95cUxOcUZzRDNUeDM4ZXhqUnlwbTlJaS1TUXhyM1A1ajVlNmZGdG40Y2daNGFSMHBSUTBGR2huZ3VrcC1hQ0E0aF9SVXhpS2FSTTUwVjhXYTNaY1ZxV0VqVjR1bjdmVW53SS14WUx3dzNfZ1FNNHRWa0wwa1g3bFNhYWE2Vl8wVzlic0hYcFhpWkJzVGxsOUhobm9fYl9kaG1aNFBKU2FINA?oc=5,2026-04-28T15:39:16
CL-000042,INCIDENT,SP-014,UNKNOWN,UNKNOWN,IT Operations,2025-09-20,2025-09-20,EV-B18BE81A07,1,EV-B18BE81A07,news,Weak,,,UNKNOWN affecting UNKNOWN in IT Operations.,0.5,NBC News,https://news.google.com/rss/articles/CBMipAFBVV95cUxPNlNvSXpzWW55X3N2bUlYM1BmTjVYTDBzeW9qay1DSHQ5TjM4aHhWendlT2lTd25GdjNzUUdCV2xLLTVPWkwzUGQtNFpaT3pweEs4bV9KbDB0YTVXemd6RFZWYW1iZ0gtZmhXdHU2dzZOWEZsa01uWGRMYXZHUWxWRkVlcGtlY3VZc3E2ZmlLS3dlTU1lYjJhOFVFYTlDUGgybWJPZQ?oc=5,2026-04-28T15:39:16
CL-000043,INCIDENT,SP-007,UNKNOWN,UNKNOWN,Cybersecurity,2025-09-29,2025-09-29,EV-53CFF93B02,1,EV-53CFF93B02,news,Weak,,,UNKNOWN affecting UNKNOWN in Cybersecurity.,0.5,Security Boulevard,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPNDdIMU5aVVM1cmk4eEZSMUZuelZManRJZnEyOXVwUzg0bkhSVDZidS1IMmhZNFhIeE5jRDFzZ0RqRmhiZU5Sa0prQ1hWVzNlWmVWSGw2TE5TbEsyd19GSmNJNzVyRU1xQ01XTjhHZ01Uam84cUxGc3RFZkpkcmw3azkyeVB0NllJUzFqWUtuTXNkWExKczVhQzhicW53ZVFZSkZRcjE4WHRQdw?oc=5,2026-04-28T15:39:16
CL-000044,INCIDENT,SP-014,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,IT Operations,2025-10-01,2025-10-01,EV-945F0AEB0A,1,EV-945F0AEB0A,news,Weak,,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.,0.5,Industrial Cyber,https://news.google.com/rss/articles/CBMizAFBVV95cUxPYTlyNmVLaW52My0tMG9Lc0ZCcHVOZ2dyREtwS2RXdHI5NHJQbF82eDNhRnFpWlNSM3VVN0F6SWh1dWtzQ1pCamdCZVRGQXJUM3lkb1BXcHFXR21Wem5YZGRjbzBkcS1KNS0tN0F3MjhlTUdTend3S3hBRUQ4Y1BUTHhxN05OZ29mWmsyaUNMQ2U0RGgyZGVzLVBQTHN3dkQwcDRtTHpGVWwwd0cyNUlRTDZweU1sb2U3aXM0SXNwSl9JZlJ0ZHh3bjBodk4?oc=5,2026-04-28T15:39:16
CL-000045,INCIDENT,SP-003,OUTAGE_APPLICATION,applications,Supplier Integration,2025-10-02,2025-10-02,EV-174B32DA30,1,EV-174B32DA30,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Supplier Integration.,0.5,CityNews Edmonton,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOTko5S0szQ0NEMUtnUVQ2bXUzQmtBNWlqdTJ3dTAyX1FhZVByUHdmc3VWQlo1UndGOFJ6cHRibkN0bjVGZ1dWQVVHelRRVnRMTndEVnhud0NDZ0I5cDhiNU0taXJ1SHdhd1VCeFFEcEtmN3JaU0Nlb2NWeWtxUnpYcUJWd2czUlgxQ21jMU5Sa1NUVXlJVUM4SXYtNFhFbWtCR1FHUTBTb3dlMk11NTRYbnVMT3BzN3BDSGt3?oc=5,2026-04-28T15:39:16
CL-000046,INCIDENT,SP-014,UNKNOWN,UNKNOWN,IT Operations,2025-10-03,2025-10-03,EV-D7AA650665,1,EV-D7AA650665,news,Weak,,,UNKNOWN affecting UNKNOWN in IT Operations.,0.5,TradingView,https://news.google.com/rss/articles/CBMivAFBVV95cUxQcnAyZmpUR0FOR2NFcHB3bkJjdUF2UVdfOHJHaXR6bzE1dXYyR3hCVlZsUURJMUV2UlQ0UUk1WXVMbHctZldLcDJOdGN3NnNLRks4UXd1NjZhVS1JUm9hUlA1bm5kdzg4U05DZ0RJZXRib19xM2Z0WGV3bkpVY2NwbmJLc2VuX1EzbG1HQUdKRldqUVNmdHhzRldtaWRRZ1BwUGdKYVYxVC1RZ0dmZ0JCeklNQTJ3WXBhb0lYNA?oc=5,2026-04-28T15:39:16
CL-000047,INCIDENT,SP-014,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,IT Operations,2025-10-03,2025-10-03,EV-7F34664D2F,1,EV-7F34664D2F,news,Weak,,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.,0.5,Manufacturing Digital,https://news.google.com/rss/articles/CBMikgFBVV95cUxOeTlyb1JlODVuME5OcS1iTVNEeVlwTktESDZnRlZKMDhDQzg4QXNkOTdPYThWTUFiQmZHcVZzcVh5X2EwQTgtM1ZPT0hibDdtXzJpUUEyb2p3U01uSTJQX21hUDBBN0NjazhRd0Nubk00Yk1HQmVsRzN4S2JoVTN4NmV6QlZGMWFMUUprQmswcnF4QQ?oc=5,2026-04-28T15:39:16
CL-000048,INCIDENT,SP-006,OUTAGE_APPLICATION,applications,Identity & Access Management,2025-10-08,2025-10-08,EV-0B485183C2,1,EV-0B485183C2,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Identity & Access Management.,0.5,Techzine Global,https://news.google.com/rss/articles/CBMitAFBVV95cUxQWXplc2JfOFFCT1BmeDRNYjBzTHo0dnR2d2NNUzZPbW8xWjBXbS1JMklRV2ExV3pKQ0NJU0hjT0VVTHVUWk9ubWctd3QzeE80WXlOODc0dWRpN3N4OExTc19hNlBuNEJieldCdG1fX0VwTjhCT2pnVzdvcGhnNmlyU3pmSDJSX3lYLUd3eTlfbTFtUkRxUnlXbVhSamZNQnkzS0VQa1lZaUptMGFoS3Q3SE9ybV8?oc=5,2026-04-28T15:39:16
CL-000049,INCIDENT,SP-006,OUTAGE_APPLICATION,applications,Identity & Access Management,2025-10-08,2025-10-08,EV-0E47A19EA5,1,EV-0E47A19EA5,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Identity & Access Management.,0.5,BleepingComputer,https://news.google.com/rss/articles/CBMirAFBVV95cUxNMDhLcmZkZklZVG02ZmgzZmJkdmgyQWRXMG5GVkgwMktKMS11MDNudllsNmJnb3JLbHlZYkRUOWtRS0dGZEZTdmw4RlgxdExRWU9sLThPQ1F0M3gwM1RxOXFJdnl3WDhBVGdCSnoyb09VOW1ZM1Q4bmRRclFZdTF2dWg1dHRnemFpWXpCc0FuOENURWl4YkpKX0gxZFJ3MHlPckpxU0t5WXFxTi120gGyAUFVX3lxTFBQa2FjbGhOc1JFeTRzdGRLSFdMM3dxRzMwcDQtRnF3UDMtLV93Q1dfdXloRzVETTI1b0tzWElTWnFxRUpsdDJYbmdxRmNWaFZ1dk92c0xaQXJyejBBVXV4QXJsdmFDSExrTWk4dkkzVF9iQnhmZmJfcjFWQmhuVlB4ZlphVDRNaXpiakpaWDd5Mm0tS1ZBSnRBWFA3NkZPclVab0FmSzY1eE1ueUJnekZUQXc?oc=5,2026-04-28T15:39:16
CL-000050,INCIDENT,SP-007,SECURITY_RANSOMWARE,systems,Cybersecurity,2025-10-08,2025-10-08,EV-52E1DB27D9,1,EV-52E1DB27D9,news,Weak,,ransomware,SECURITY_RANSOMWARE affecting systems in Cybersecurity.,0.85,Rescana,https://news.google.com/rss/articles/CBMixgFBVV95cUxQNElqVjJiSGxRVW01Y1VrUTlLRkFBZksxb0Q2Tkoyd2xONFIxUWFybzJSX2pCZTRPN0VPWEFRYThqRjR2WEc1Z2pDZVRKaFpfRmtnbU9LSmQxd2ZpQ3Z6TVNUUXVueWlDTzdhQmhoZ0gyT3pBWHgwX1lsdlpFcENLLUJua2hxSDMyUHVuYnNqWV9sNGpkR1ZYT2QtTDJUUlV0R3p2WS16a3ZnQllRSjBrZzlmT2M5QzRBbFpnQkFHNE1VSGlDcnc?oc=5,2026-04-28T15:39:16
CL-000051,INCIDENT,SP-007,SECURITY_RANSOMWARE,UNKNOWN,Cybersecurity,2025-10-10,2025-10-10,EV-6C728FF3DE,1,EV-6C728FF3DE,news,Weak,,ransomware,SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity.,0.55,Dark Reading,https://news.google.com/rss/articles/CBMikwFBVV95cUxPMXY1YmZRdmpST0Vsc2FsMmRoOGJXU2FHVUlrWTJNUlpacm9JZXhLREhteE5xbUFranhpZUdWUUZmQlNEMWRsVFJrNWtHZ3dBcnZBbkVUdG9vODBDTEpjbklpVHN3WlZpMThMa1Q5UnZzbVpkVW1mbmJOWUtLQVlEZnAxU1pHa2xzNzRZc1NYT1VkNkk?oc=5,2026-04-28T15:39:16
CL-000052,INCIDENT,SP-006,OUTAGE_APPLICATION,applications,Identity & Access Management,2025-10-13,2025-10-13,EV-685E03C6BB,1,EV-685E03C6BB,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Identity & Access Management.,0.5,BleepingComputer,https://news.google.com/rss/articles/CBMiqwFBVV95cUxONjdjOXM0dTQzTmdQaFkyWllySHFNQUd0WFN1LU5saGxvMWxzNWROSzhNUm5kVUllQ0hMRGtYaFU0YkQxT29pX2ZIeG5YQld0TmVvNVNhb3NGVndwa19oV2xKY25SUW50Wnd5QlhLcVQzSzJZeThkX2YxRjFUWmlTNVBZNDNTc2JibFEwYWstcGZmeTdaY29EUFFHUnN1aGNrYmNTdG9IMFlIWFnSAbABQVVfeXFMUEZwV1ViS2hyQlJfTEhkUk1vYkVoTC1GTUFmZWVyd2hYVnZOZkVQLU5Kbk8xMGtaSGhyZ0RQTWowRVNfMTJJQW1jN2xMaE5nOTFwcUREUFdwSldmLTVvaW05eUY1WFpjWFRzTnU5cndadjJHd0lfZmdhcE9Zczk5MG5jOXlCY1VvTE41TnNlSl9ORUdXQlRjMUl4ZWZrUTY0NGVESkhLQ2FYYktCM3Z1NlU?oc=5,2026-04-28T15:39:16
CL-000053,INCIDENT,SP-009,OUTAGE_NETWORK,network,Network Infrastructure,2025-10-13,2025-10-13,EV-B0669977DC,1,EV-B0669977DC,news,Weak,,outage,OUTAGE_NETWORK affecting network in Network Infrastructure.,0.6,Inside Towers,https://news.google.com/rss/articles/CBMikgFBVV95cUxOdnVSSE1vOVRCUU94ZDNpNGhETV9rb0pYNGtvNUNPNTViVFpZek0wN2pSQ041LVBGSEs3U2VXWFVySHFFd0RLUXBJT3lCVkM0enZUQUJRWGcyRjdxdk41Slh3VGZSY2VRLXNDRWtHeU9HZGJtQmpsNnBrU1FJUlo5QThsYmlJeFppNmh0Z1FDNVNlZw?oc=5,2026-04-28T15:39:16
CL-000054,INCIDENT,SP-005,OUTAGE_APPLICATION,applications,Cloud Infrastructure,2025-10-16,2025-10-16,EV-E38BAB4C1A,1,EV-E38BAB4C1A,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Cloud Infrastructure.,0.5,Mashable,https://news.google.com/rss/articles/CBMie0FVX3lxTFB3UmNyM254ZmN6clFKM1l2QzQ4ODNRZE5HVFNsNWtqZFM3WkNuNUtvc2lqY21MUkdfdVNrRTFxT29MbDhKSmtTR1FsQ3RaMFRPS29fY3hPcFV6MFFWY2hhdWxKd0xhOUpHa2ZyT0lGR0JON2lWek9QSnJESQ?oc=5,2026-04-28T15:39:16
CL-000055,INCIDENT,SP-004,OUTAGE_APPLICATION,applications,Transportation & Logistics,2025-10-20,2025-10-20,EV-26EE83D9C1,1,EV-26EE83D9C1,news,Weak,,outage,OUTAGE_APPLICATION affecting applications in Transportation & Logistics.,0.5,CNBC,https://news.google.com/rss/articles/CBMikwFBVV95cUxQVXZwNS1hVFpiNGJnblBnc0dHdUxFNjlmcC1UTDVEZFpBTWlrcFU5UnMtRVV5M2dBcjBpWVRfQzRiaF9YQ3ViYm1XLXZJTkY3VGc0dzhlSW5FeUxCSVprZXlqdVJEano0NVNpNVFGNzJGcVNjT3pnSWdLLUJMSGl3UGlqOTEyVEcxMWVxNDJ0aXB2OGfSAZgBQVVfeXFMT2txVXFrT25VbW9rVldPMWtvRXp4dFJZRWppSGxicFozbk5XVmZrUXVIbjljRzlTa0VaVXZBSEYzVVlqRzBCU1liaFo2WmpmV3FvRXo1SW5QWGowaXlwY1pvX2p0c3RaeE1raUhHV0tzZjBYaDh2dmJRemlXYjJzVS1CTjlval9nTmlJWW5fbXlVWDhOOFp2UmU?oc=5,2026-04-28T15:39:16
